,Power,Sound,Class
1620,14.25,43.38,Остановка
1621,14.4,43.38,Остановка
1622,14.4,43.2,Остановка
1623,14.97,43.2,Остановка
1624,14.97,43.1,Остановка
1625,15.38,43.1,Остановка
1626,15.38,43.23,Повышенная нагрузка
1627,13.42,43.23,Норма
1628,13.42,48.6,Норма
1629,13.1,48.6,Норма
1630,13.1,48.26,Норма
1631,13.12,48.26,Норма
1632,13.12,48.5,Повышенная нагрузка
1633,15.42,48.5,Повышенная нагрузка
1634,15.42,42.87,Остановка
1635,15.42,43.42,Остановка
1636,15.33,43.42,Остановка
1637,15.33,43.95,Повышенная нагрузка
1638,13.8,43.95,Норма
1639,13.8,47.19,Норма
1640,13.14,47.19,Норма
1641,13.14,48.88,Норма
1642,13.08,48.88,Норма
1643,13.08,47.98,Норма
1644,13.14,47.98,Норма
1645,13.14,47.7,Норма
1646,13.09,47.7,Норма
1647,13.09,48.39,Норма
1648,13.11,48.39,Норма
1649,13.11,48.22,Норма
1650,13.19,48.22,Норма
1651,13.19,48.48,Норма
1652,13.13,48.48,Норма
1653,13.13,47.79,Норма
1654,13.15,47.79,Норма
1655,13.15,48.6,Норма
1656,13.21,48.6,Норма
1657,13.21,49.26,Норма
1658,13.33,49.26,Норма
1659,13.33,48.19,Норма
1660,13.27,48.19,Норма
1661,13.27,47.68,Норма
1662,13.26,47.68,Норма
1663,13.26,47.96,Норма
1664,13.27,47.96,Норма
1665,13.27,47.86,Норма
1666,13.29,47.86,Норма
1667,13.29,48.25,Норма
1668,13.3,48.25,Норма
1669,13.3,47.85,Норма
1670,13.29,47.85,Норма
1671,13.29,47.56,Норма
1672,13.26,47.56,Норма
1673,13.26,48.56,Норма
1674,13.23,48.56,Норма
1675,13.23,46.66,Повышенная нагрузка
1676,15.43,46.66,Повышенная нагрузка
1677,15.43,42.43,Остановка
1678,15.45,42.43,Остановка
1679,15.45,43.96,Повышенная нагрузка
1680,13.73,43.96,Норма
1681,13.73,48.11,Норма
1682,13.2,48.11,Норма
1683,13.2,48.91,Норма
1684,13.2,51.74,Норма
1685,13.22,51.74,Норма
1686,13.22,48.74,Норма
1687,13.19,48.74,Норма
1688,13.19,48.29,Норма
1689,13.18,48.29,Норма
1690,13.18,48.21,Норма
1691,13.19,48.21,Норма
1692,13.19,43.34,Повышенная нагрузка
1693,15.42,43.34,Повышенная нагрузка
1694,15.42,42.41,Остановка
1695,15.43,42.41,Остановка
1696,15.43,42.68,Остановка
1697,15.4,42.68,Остановка
1698,15.4,43.76,Повышенная нагрузка
1699,13.16,43.76,Норма
1700,13.16,47.81,Норма
1701,13.14,47.81,Норма
1702,13.14,49.16,Норма
1703,13.28,49.16,Норма
1704,13.28,48.41,Норма
1705,13.69,48.41,Норма
1706,13.69,47.01,Повышенная нагрузка
1707,14,47.01,Повышенная нагрузка
1708,14,45.23,Остановка
1709,14.36,45.23,Остановка
1710,14.36,45.1,Остановка
1711,14.97,45.1,Остановка
1712,14.97,43.23,Остановка
1713,15.42,43.23,Остановка
1714,15.42,44.67,Повышенная нагрузка
1715,13.24,44.67,Норма
1716,13.24,48.19,Норма
1717,13.22,48.19,Норма
1718,13.22,49.93,Норма
1719,13.15,49.93,Норма
1720,13.15,48.62,Норма
1721,13.14,48.62,Норма
1722,13.14,50.21,Норма
1723,13.14,48.04,Норма
1724,13.17,48.04,Норма
1725,13.17,47.33,Норма
1726,13.18,47.33,Норма
1727,13.18,48.19,Норма
1728,13.15,48.19,Норма
1729,13.15,48.15,Норма
1730,13.16,48.15,Норма
1731,13.16,47.64,Норма
1732,13.15,47.64,Норма
1733,13.15,47.88,Норма
1734,13.19,47.88,Норма
1735,13.19,47.85,Норма
1736,13.19,47.76,Норма
1737,13.16,47.76,Норма
1738,13.16,48.24,Норма
1739,13.12,48.24,Норма
1740,13.12,48.36,Норма
1741,13.15,48.36,Норма
1742,13.15,48.38,Норма
1743,13.19,48.38,Норма
1744,13.19,47.78,Норма
1745,13.21,47.78,Норма
1746,13.21,47.54,Норма
1747,13.21,48.18,Норма
1748,13.27,48.18,Норма
1749,13.27,47.89,Норма
1750,13.24,47.89,Норма
1751,13.24,48.21,Норма
1752,13.18,48.21,Норма
1753,13.18,48.16,Норма
1754,13.21,48.16,Норма
1755,13.21,47.73,Норма
1756,13.19,47.73,Норма
1757,13.19,48.27,Норма
1758,13.24,48.27,Норма
1759,13.24,48.17,Норма
1760,13.19,48.17,Норма
1761,13.19,48.16,Норма
1762,13.2,48.16,Норма
1763,13.2,47.89,Норма
1764,13.16,47.89,Норма
1765,13.16,48.46,Норма
1766,13.22,48.46,Норма
1767,13.22,47.69,Норма
1768,13.2,47.69,Норма
1769,13.2,48.15,Норма
1770,13.29,48.15,Норма
1771,13.29,47.62,Норма
1772,13.17,47.62,Норма
1773,13.17,48.04,Норма
1774,13.28,48.04,Норма
1775,13.28,48.17,Норма
1776,13.3,48.17,Норма
1777,13.3,48.02,Норма
1778,13.27,48.02,Норма
1779,13.27,48.16,Норма
1780,13.32,48.16,Норма
1781,13.32,47.54,Норма
1782,13.32,48.1,Норма
1783,13.26,48.1,Норма
1784,13.26,48.25,Норма
1785,13.3,48.25,Норма
1786,13.3,47.85,Норма
1787,13.28,47.85,Норма
1788,13.28,47.86,Норма
1789,13.32,47.86,Норма
1790,13.32,47.24,Норма
1791,13.3,47.24,Норма
1792,13.3,48.05,Норма
1793,13.33,48.05,Норма
1794,13.33,47.99,Норма
1795,13.32,47.99,Норма
1796,13.32,48.04,Норма
1797,13.3,48.04,Норма
1798,13.3,47.87,Норма
1799,13.28,47.87,Норма
1800,13.28,47.41,Норма
1801,13.27,47.41,Норма
1802,13.27,48.12,Норма
1803,13.27,48.16,Норма
1804,13.33,48.16,Норма
1805,13.33,47.91,Норма
1806,13.32,47.91,Норма
1807,13.32,47.87,Норма
1808,13.26,47.87,Норма
1809,13.26,48.58,Норма
1810,13.22,48.58,Норма
1811,13.22,48.15,Норма
1812,13.29,48.15,Норма
1813,13.29,49.5,Норма
1814,13.25,49.5,Норма
1815,13.25,48.59,Норма
1816,13.33,48.59,Норма
1817,13.33,47.9,Норма
1818,13.34,47.9,Норма
1819,13.34,47.82,Норма
1820,13.26,47.82,Норма
1821,13.26,48.4,Норма
1822,13.29,48.4,Норма
1823,13.29,48.46,Норма
1824,13.38,48.46,Норма
1825,13.38,48.42,Норма
1826,12.95,48.42,Норма
1827,12.95,48.07,Норма
1828,13.21,48.07,Норма
1829,13.21,48.36,Норма
1830,13.24,48.36,Норма
1831,13.24,48.2,Норма
1832,13.27,48.2,Норма
1833,13.27,47.75,Норма
1834,13.22,47.75,Норма
1835,13.22,48.54,Норма
1836,13.21,48.54,Норма
1837,13.21,47.74,Норма
1838,13.26,47.74,Норма
1839,13.26,48.52,Норма
1840,13.22,48.52,Норма
1841,13.22,47.93,Норма
1842,13.25,47.93,Норма
1843,13.25,48.09,Норма
1844,13.29,48.09,Норма
1845,13.29,48.43,Норма
1846,13.28,48.43,Норма
1847,13.28,48.12,Норма
1848,13.26,48.12,Норма
1849,13.26,47.76,Норма
1850,13.23,47.76,Норма
1851,13.23,47.9,Норма
1852,13.2,47.9,Норма
1853,13.2,48.04,Норма
1854,13.26,48.04,Норма
1855,13.26,48.31,Норма
1856,13.28,48.31,Норма
1857,13.28,47.81,Норма
1858,13.26,47.81,Норма
1859,13.26,49.54,Норма
1860,13.22,49.54,Норма
1861,13.22,48.82,Норма
1862,13.28,48.82,Норма
1863,13.28,48.32,Норма
1864,13.2,48.32,Норма
1865,13.2,47.84,Норма
1866,13.22,47.84,Норма
1867,13.22,47.76,Норма
1868,13.24,47.76,Норма
1869,13.24,48.27,Норма
1870,13.23,48.27,Норма
1871,13.23,47.69,Норма
1872,13.2,47.69,Норма
1873,13.2,47.9,Норма
1874,13.16,47.9,Норма
1875,13.16,48.05,Норма
1876,13.18,48.05,Норма
1877,13.18,48.17,Норма
1878,13.27,48.17,Норма
1879,13.27,47.75,Норма
1880,13.3,47.75,Норма
1881,13.3,48.27,Норма
1882,13.29,48.27,Норма
1883,13.29,47.87,Норма
1884,13.28,47.87,Норма
1885,13.28,48.31,Норма
1886,13.32,48.31,Норма
1887,13.32,48.07,Норма
1888,13.27,48.07,Норма
1889,13.27,53.27,Норма
1890,13.27,49.08,Норма
1891,13.3,49.08,Норма
1892,13.3,49.65,Норма
1893,13.32,49.65,Норма
1894,13.32,48.38,Норма
1895,13.31,48.38,Норма
1896,13.31,48.37,Норма
1897,13.26,48.37,Норма
1898,13.26,48.73,Норма
1899,13.31,48.73,Норма
1900,13.31,48.32,Норма
1901,13.32,48.32,Норма
1902,13.32,48.28,Норма
1903,13.27,48.28,Норма
1904,13.27,47.94,Норма
1905,13.33,47.94,Норма
1906,13.33,47.83,Норма
1907,13.45,47.83,Норма
1908,13.45,48.35,Норма
1909,13.47,48.35,Норма
1910,13.47,48.41,Норма
1911,13.4,48.41,Норма
1912,13.4,48.51,Норма
1913,13.37,48.51,Норма
1914,13.37,48.89,Норма
1915,13.37,47.66,Норма
1916,13.36,47.66,Норма
1917,13.36,47.99,Норма
1918,13.43,47.99,Норма
1919,13.43,48.08,Норма
1920,13.4,48.08,Норма
1921,13.4,47.77,Норма
1922,13.39,47.77,Норма
1923,13.39,47.91,Норма
1924,13.37,47.91,Норма
1925,13.37,47.62,Норма
1926,13.37,48.05,Норма
1927,13.39,48.05,Норма
1928,13.39,48.13,Норма
1929,13.43,48.13,Норма
1930,13.43,48.18,Норма
1931,13.42,48.18,Норма
1932,13.42,47.66,Норма
1933,13.4,47.66,Норма
1934,13.4,48.01,Норма
1935,13.42,48.01,Норма
1936,13.42,48.03,Норма
1937,13.43,48.03,Норма
1938,13.43,47.95,Норма
1939,13.41,47.95,Норма
1940,13.41,48.37,Норма
1941,13.43,48.37,Норма
1942,13.43,48.01,Норма
1943,13.42,48.01,Норма
1944,13.42,48.17,Норма
1945,13.43,48.17,Норма
1946,13.43,47.95,Норма
1947,13.43,48.4,Норма
1948,13.4,48.4,Норма
1949,13.4,48.11,Норма
1950,13.4,47.93,Норма
1951,13.42,47.93,Норма
1952,13.42,48.4,Норма
1953,13.38,48.4,Норма
1954,13.38,47.98,Норма
1955,13.46,47.98,Норма
1956,13.46,47.63,Норма
1957,13.43,47.63,Норма
1958,13.43,48.21,Норма
1959,13.42,48.21,Норма
1960,13.42,48.37,Норма
1961,13.39,48.37,Норма
1962,13.39,48.16,Норма
1963,13.44,48.16,Норма
1964,13.44,48.27,Норма
1965,13.46,48.27,Норма
1966,13.46,48.06,Норма
1967,13.45,48.06,Норма
1968,13.45,48.19,Норма
1969,13.41,48.19,Норма
1970,13.41,47.72,Норма
1971,13.5,47.72,Норма
1972,13.5,48,Норма
1973,13.54,48,Норма
1974,13.54,47.91,Норма
1975,13.46,47.91,Норма
1976,13.46,47.61,Норма
1977,13.49,47.61,Норма
1978,13.49,48.17,Норма
1979,13.47,48.17,Норма
1980,13.47,48.16,Норма
1981,13.46,48.16,Норма
1982,13.46,47.9,Норма
1983,13.48,47.9,Норма
1984,13.48,47.97,Норма
1985,13.45,47.97,Норма
1986,13.45,48.09,Норма
1987,13.51,48.09,Норма
1988,13.51,47.61,Норма
1989,13.51,48.1,Норма
1990,13.48,48.1,Норма
1991,13.48,48.16,Норма
1992,13.52,48.16,Норма
1993,13.52,48.44,Норма
1994,13.46,48.44,Норма
1995,13.46,48.5,Норма
1996,13.47,48.5,Норма
1997,13.47,47.75,Норма
1998,13.46,47.75,Норма
1999,13.46,48.29,Норма
2000,13.5,48.29,Норма
2001,13.5,48.45,Норма
2002,13.35,48.45,Норма
2003,13.35,47.79,Норма
2004,13.39,47.79,Норма
2005,13.39,47.96,Норма
2006,13.39,48.36,Норма
2007,13.35,48.36,Норма
2008,13.35,48.46,Норма
2009,13.4,48.46,Норма
2010,13.4,48.3,Норма
2011,13.4,48.6,Норма
2012,13.39,48.6,Норма
2013,13.39,48.12,Норма
2014,13.38,48.12,Норма
2015,13.38,47.69,Норма
2016,13.42,47.69,Норма
2017,13.42,47.39,Норма
2018,13.43,47.39,Норма
2019,13.43,47.81,Норма
2020,13.4,47.81,Норма
2021,13.4,48.36,Норма
2022,13.36,48.36,Норма
2023,13.36,47.72,Норма
2024,13.36,47.79,Норма
2025,13.34,47.79,Норма
2026,13.34,47.93,Норма
2027,13.34,47.49,Норма
2028,13.39,47.49,Норма
2029,13.39,48.22,Норма
2030,13.41,48.22,Норма
2031,13.41,48.34,Норма
2032,13.39,48.34,Норма
2033,13.39,47.74,Норма
2034,13.42,47.74,Норма
2035,13.42,47.99,Норма
2036,13.38,47.99,Норма
2037,13.38,47.7,Норма
2038,13.35,47.7,Норма
2039,13.35,48.22,Норма
2040,13.37,48.22,Норма
2041,13.37,47.71,Норма
2042,13.4,47.71,Норма
2043,13.4,47.96,Норма
2044,13.45,47.96,Норма
2045,13.45,48.3,Норма
2046,13.39,48.3,Норма
2047,13.39,48.19,Норма
2048,13.34,48.19,Норма
2049,13.34,47.83,Норма
2050,13.38,47.83,Норма
2051,13.38,48.26,Норма
2052,13.35,48.26,Норма
2053,13.35,48.37,Норма
2054,13.4,48.37,Норма
2055,13.4,47.65,Норма
2056,13.4,48.08,Норма
2057,13.4,48.26,Норма
2058,13.35,48.26,Норма
2059,13.35,48.05,Норма
2060,13.31,48.05,Норма
2061,13.31,47.93,Норма
2062,13.47,47.93,Норма
2063,13.47,48.38,Норма
2064,13.42,48.38,Норма
2065,13.42,48.13,Норма
2066,13.37,48.13,Норма
2067,13.37,47.55,Норма
2068,13.32,47.55,Норма
2069,13.32,47.67,Норма
2070,13.26,47.67,Норма
2071,13.26,47.75,Норма
2072,13.28,47.75,Норма
2073,13.28,47.68,Норма
2074,13.25,47.68,Норма
2075,13.25,47.67,Норма
2076,13.26,47.67,Норма
2077,13.26,47.93,Норма
2078,13.29,47.93,Норма
2079,13.29,47.55,Норма
2080,13.34,47.55,Норма
2081,13.34,47.86,Норма
2082,13.35,47.86,Норма
2083,13.35,48.09,Норма
2084,13.31,48.09,Норма
2085,13.31,48.16,Норма
2086,13.29,48.16,Норма
2087,13.29,48.03,Норма
2088,13.34,48.03,Норма
2089,13.34,48.04,Норма
2090,13.29,48.04,Норма
2091,13.29,48.17,Норма
2092,13.34,48.17,Норма
2093,13.34,47.51,Норма
2094,13.25,47.51,Норма
2095,13.25,47.75,Норма
2096,13.27,47.75,Норма
2097,13.27,47.65,Норма
2098,13.28,47.65,Норма
2099,13.28,48.16,Норма
2100,13.32,48.16,Норма
2101,13.32,47.94,Норма
2102,13.3,47.94,Норма
2103,13.3,47.88,Норма
2104,13.25,47.88,Норма
2105,13.25,47.58,Норма
2106,13.28,47.58,Норма
2107,13.28,47.83,Норма
2108,13.24,47.83,Норма
2109,13.24,47.59,Норма
2110,13.25,47.59,Норма
2111,13.25,48.11,Норма
2112,13.32,48.11,Норма
2113,13.32,48.23,Норма
2114,13.29,48.23,Норма
2115,13.29,47.78,Норма
2116,13.34,47.78,Норма
2117,13.34,47.6,Норма
2118,13.34,47.59,Норма
2119,13.31,47.59,Норма
2120,13.31,48.01,Норма
2121,13.27,48.01,Норма
2122,13.27,47.8,Норма
2123,13.28,47.8,Норма
2124,13.28,47.75,Норма
2125,13.32,47.75,Норма
2126,13.32,48.5,Норма
2127,13.33,48.5,Норма
2128,13.33,48.1,Норма
2129,13.32,48.1,Норма
2130,13.32,47.43,Норма
2131,13.34,47.43,Норма
2132,13.34,47.62,Норма
2133,13.3,47.62,Норма
2134,13.3,47.69,Норма
2135,13.29,47.69,Норма
2136,13.29,47.74,Норма
2137,13.35,47.74,Норма
2138,13.35,47.93,Норма
2139,13.33,47.93,Норма
2140,13.33,47.77,Норма
2141,13.3,47.77,Норма
2142,13.3,47.98,Норма
2143,13.27,47.98,Норма
2144,13.27,48.08,Норма
2145,13.24,48.08,Норма
2146,13.24,48.57,Норма
2147,13.3,48.57,Норма
2148,13.3,47.9,Норма
2149,13.35,47.9,Норма
2150,13.35,48.02,Норма
2151,13.4,48.02,Норма
2152,13.4,48.01,Норма
2153,13.37,48.01,Норма
2154,13.37,47.78,Норма
2155,13.35,47.78,Норма
2156,13.35,48.41,Норма
2157,13.31,48.41,Норма
2158,13.31,48.12,Норма
2159,13.31,47.81,Норма
2160,13.3,47.81,Норма
2161,13.3,47.72,Норма
2162,13.38,47.72,Норма
2163,13.38,48.28,Норма
2164,13.4,48.28,Норма
2165,13.4,48.11,Норма
2166,13.35,48.11,Норма
2167,13.35,48.04,Норма
2168,13.33,48.04,Норма
2169,13.33,48.75,Норма
2170,13.31,48.75,Норма
2171,13.31,47.76,Норма
2172,13.37,47.76,Норма
2173,13.37,47.98,Норма
2174,13.42,47.98,Норма
2175,13.42,48.34,Норма
2176,13.4,48.34,Норма
2177,13.4,47.91,Норма
2178,13.29,47.91,Норма
2179,13.29,48.09,Норма
2180,13.3,48.09,Норма
2181,13.3,47.75,Норма
2182,13.32,47.75,Норма
2183,13.32,48.37,Норма
2184,13.3,48.37,Норма
2185,13.3,47.95,Норма
2186,13.32,47.95,Норма
2187,13.33,47.95,Норма
2188,13.33,47.97,Норма
2189,13.31,47.97,Норма
2190,13.31,47.87,Норма
2191,13.29,47.87,Норма
2192,13.29,48.72,Норма
2193,13.34,48.72,Норма
2194,13.34,47.93,Норма
2195,13.39,47.93,Норма
2196,13.39,48.45,Норма
2197,13.3,48.45,Норма
2198,13.3,47.96,Норма
2199,13.31,47.96,Норма
2200,13.31,47.98,Норма
2201,13.34,47.98,Норма
2202,13.34,48.32,Норма
2203,13.32,48.32,Норма
2204,13.32,48.27,Норма
2205,13.35,48.27,Норма
2206,13.35,47.62,Норма
2207,13.31,47.62,Норма
2208,13.31,47.96,Норма
2209,13.33,47.96,Норма
2210,13.33,48.14,Норма
2211,13.41,48.14,Норма
2212,13.41,47.65,Норма
2213,13.38,47.65,Норма
2214,13.38,48.04,Норма
2215,13.34,48.04,Норма
2216,13.34,47.63,Норма
2217,13.36,47.63,Норма
2218,13.36,47.38,Норма
2219,13.4,47.38,Норма
2220,13.4,47.84,Норма
2221,13.41,47.84,Норма
2222,13.41,48,Норма
2223,13.42,48,Норма
2224,13.42,47.67,Норма
2225,13.48,47.67,Норма
2226,13.48,47.95,Норма
2227,13.4,47.95,Норма
2228,13.4,47.7,Норма
2229,13.41,47.7,Норма
2230,13.41,48.06,Норма
2231,13.47,48.06,Норма
2232,13.47,47.9,Норма
2233,13.46,47.9,Норма
2234,13.46,48.13,Норма
2235,13.48,48.13,Норма
2236,13.48,48.15,Норма
2237,13.43,48.15,Норма
2238,13.43,48.17,Норма
2239,13.41,48.17,Норма
2240,13.41,47.98,Норма
2241,13.41,47.57,Норма
2242,13.51,47.57,Норма
2243,13.51,48.28,Норма
2244,13.49,48.28,Норма
2245,13.49,47.97,Норма
2246,13.49,47.77,Норма
2247,13.43,47.77,Норма
2248,13.43,48.25,Норма
2249,13.46,48.25,Норма
2250,13.46,47.61,Норма
2251,13.44,47.61,Норма
2252,13.44,47.35,Норма
2253,13.53,47.35,Норма
2254,13.53,47.76,Норма
2255,13.47,47.76,Норма
2256,13.47,48.09,Норма
2257,13.47,47.98,Норма
2258,13.48,47.98,Норма
2259,13.48,47.84,Норма
2260,13.47,47.84,Норма
2261,13.47,48.29,Норма
2262,13.51,48.29,Норма
2263,13.51,48.09,Норма
2264,13.47,48.09,Норма
2265,13.47,47.73,Норма
2266,13.57,47.73,Норма
2267,13.57,48.01,Норма
2268,13.45,48.01,Норма
2269,13.45,47.85,Норма
2270,13.42,47.85,Норма
2271,13.42,47.98,Норма
2272,13.5,47.98,Норма
2273,13.5,47.74,Норма
2274,13.46,47.74,Норма
2275,13.46,48,Норма
2276,13.46,47.66,Норма
2277,13.52,47.66,Норма
2278,13.52,48.15,Норма
2279,13.49,48.15,Норма
2280,13.49,47.55,Норма
2281,13.51,47.55,Норма
2282,13.51,49.03,Норма
2283,13.51,47.96,Норма
2284,13.53,47.96,Норма
2285,13.53,47.85,Норма
2286,13.52,47.85,Норма
2287,13.52,47.99,Норма
2288,13.51,47.99,Норма
2289,13.51,48.68,Норма
2290,13.54,48.68,Норма
2291,13.54,47.78,Норма
2292,13.51,47.78,Норма
2293,13.51,47.86,Норма
2294,13.49,47.86,Норма
2295,13.49,47.95,Норма
2296,13.49,47.88,Норма
2297,13.55,47.88,Норма
2298,13.55,47.82,Норма
2299,13.49,47.82,Норма
2300,13.49,48.17,Норма
2301,13.5,48.17,Норма
2302,13.5,47.93,Норма
2303,13.53,47.93,Норма
2304,13.53,47.83,Норма
2305,13.49,47.83,Норма
2306,13.49,48.15,Норма
2307,13.46,48.15,Норма
2308,13.46,48.96,Норма
2309,13.48,48.96,Норма
2310,13.48,47.68,Норма
2311,13.48,47.67,Норма
2312,13.39,47.67,Норма
2313,13.39,47.95,Норма
2314,13.38,47.95,Норма
2315,13.38,47.61,Норма
2316,13.4,47.61,Норма
2317,13.4,47.48,Норма
2318,13.29,47.48,Норма
2319,13.29,47.88,Норма
2320,13.36,47.88,Норма
2321,13.36,47.95,Норма
2322,13.41,47.95,Норма
2323,13.41,47.71,Норма
2324,13.43,47.71,Норма
2325,13.43,47.41,Норма
2326,13.4,47.41,Норма
2327,13.4,47.95,Норма
2328,13.38,47.95,Норма
2329,13.38,47.98,Норма
2330,13.33,47.98,Норма
2331,13.33,47.78,Норма
2332,13.32,47.78,Норма
2333,13.32,48.55,Норма
2334,13.31,48.55,Норма
2335,13.31,48.14,Норма
2336,13.32,48.14,Норма
2337,13.32,47.82,Норма
2338,13.33,47.82,Норма
2339,13.33,48.22,Норма
2340,13.35,48.22,Норма
2341,13.35,47.95,Норма
2342,13.34,47.95,Норма
2343,13.34,47.99,Норма
2344,13.35,47.99,Норма
2345,13.35,48.07,Норма
2346,13.46,48.07,Норма
2347,13.46,47.66,Норма
2348,13.4,47.66,Норма
2349,13.4,47.73,Норма
2350,13.4,47.94,Норма
2351,13.43,47.94,Норма
2352,13.43,47.79,Норма
2353,13.45,47.79,Норма
2354,13.45,47.8,Норма
2355,13.45,47.86,Норма
2356,13.38,47.86,Норма
2357,13.38,48.44,Норма
2358,13.39,48.44,Норма
2359,13.39,47.99,Норма
2360,13.37,47.99,Норма
2361,13.37,47.69,Норма
2362,13.31,47.69,Норма
2363,13.31,48.07,Норма
2364,13.37,48.07,Норма
2365,13.37,48.13,Норма
2366,13.41,48.13,Норма
2367,13.41,47.93,Норма
2368,13.41,47.89,Норма
2369,13.38,47.89,Норма
2370,13.38,48.02,Норма
2371,13.37,48.02,Норма
2372,13.37,47.82,Норма
2373,13.36,47.82,Норма
2374,13.36,47.73,Норма
2375,13.35,47.73,Норма
2376,13.35,47.9,Норма
2377,13.4,47.9,Норма
2378,13.4,47.86,Норма
2379,13.46,47.86,Норма
2380,13.46,47.8,Норма
2381,13.4,47.8,Норма
2382,13.4,47.84,Норма
2383,13.39,47.84,Норма
2384,13.39,47.63,Норма
2385,13.45,47.63,Норма
2386,13.45,47.65,Норма
2387,13.46,47.65,Норма
2388,13.46,47.74,Норма
2389,13.42,47.74,Норма
2390,13.42,47.49,Норма
2391,13.44,47.49,Норма
2392,13.44,47.91,Норма
2393,13.45,47.91,Норма
2394,13.45,47.77,Норма
2395,13.42,47.77,Норма
2396,13.42,47.57,Норма
2397,13.39,47.57,Норма
2398,13.39,48.28,Норма
2399,13.39,48.1,Норма
2400,13.37,48.1,Норма
2401,13.37,47.73,Норма
2402,13.5,47.73,Норма
2403,13.5,47.85,Норма
2404,13.45,47.85,Норма
2405,13.45,47.52,Норма
2406,13.46,47.52,Норма
2407,13.46,47.95,Норма
2408,13.4,47.95,Норма
2409,13.4,47.92,Норма
2410,13.49,47.92,Норма
2411,13.49,48.12,Норма
2412,13.41,48.12,Норма
2413,13.41,48.1,Норма
2414,13.52,48.1,Норма
2415,13.52,47.91,Норма
2416,13.5,47.91,Норма
2417,13.5,47.57,Норма
2418,13.5,48.23,Норма
2419,13.41,48.23,Норма
2420,13.41,47.39,Норма
2421,13.38,47.39,Норма
2422,13.38,47.72,Норма
2423,13.39,47.72,Норма
2424,13.39,47.87,Норма
2425,13.41,47.87,Норма
2426,13.41,47.63,Норма
2427,13.43,47.63,Норма
2428,13.43,47.45,Норма
2429,13.47,47.45,Норма
2430,13.47,47.96,Норма
2431,13.42,47.96,Норма
2432,13.42,47.63,Норма
2433,13.39,47.63,Норма
2434,13.39,47.76,Норма
2435,13.44,47.76,Норма
2436,13.44,47.36,Норма
2437,13.48,47.36,Норма
2438,13.48,47.81,Норма
2439,13.44,47.81,Норма
2440,13.44,48.01,Норма
2441,13.43,48.01,Норма
2442,13.43,47.8,Норма
2443,13.42,47.8,Норма
2444,13.42,47.92,Норма
2445,13.42,48.18,Норма
2446,13.39,48.18,Норма
2447,13.39,47.8,Норма
2448,13.38,47.8,Норма
2449,13.38,48.08,Норма
2450,13.38,48.61,Норма
2451,13.46,48.61,Норма
2452,13.46,47.97,Норма
2453,13.4,47.97,Норма
2454,13.4,48.82,Норма
2455,13.41,48.82,Норма
2456,13.41,48.2,Норма
2457,13.39,48.2,Норма
2458,13.39,47.68,Норма
2459,13.4,47.68,Норма
2460,13.4,47.98,Норма
2461,13.48,47.98,Норма
2462,13.46,47.98,Норма
2463,13.46,48.23,Норма
2464,13.4,48.23,Норма
2465,13.4,47.99,Норма
2466,13.46,47.99,Норма
2467,13.46,48.61,Норма
2468,13.45,48.61,Норма
2469,13.45,48.3,Норма
2470,13.41,48.3,Норма
2471,13.41,47.95,Норма
2472,13.39,47.95,Норма
2473,13.39,47.77,Норма
2474,13.4,47.77,Норма
2475,13.4,47.61,Норма
2476,13.45,47.61,Норма
2477,13.45,47.81,Норма
2478,13.48,47.81,Норма
2479,13.48,47.75,Норма
2480,13.43,47.75,Норма
2481,13.43,48.31,Норма
2482,13.42,48.31,Норма
2483,13.42,47.94,Норма
2484,13.47,47.94,Норма
2485,13.47,47.56,Норма
2486,13.44,47.56,Норма
2487,13.44,47.6,Норма
2488,13.46,47.6,Норма
2489,13.46,47.87,Норма
2490,13.49,47.87,Норма
2491,13.49,47.74,Норма
2492,13.43,47.74,Норма
2493,13.43,47.72,Норма
2494,13.45,47.72,Норма
2495,13.45,48.12,Норма
2496,13.48,48.12,Норма
2497,13.48,47.71,Норма
2498,13.52,47.71,Норма
2499,13.52,48.35,Норма
2500,13.5,48.35,Норма
2501,13.5,47.84,Норма
2502,13.42,47.84,Норма
2503,13.42,48.53,Норма
2504,13.34,48.53,Норма
2505,13.34,48.13,Норма
2506,13.37,48.13,Норма
2507,13.37,48.19,Норма
2508,13.33,48.19,Норма
2509,13.33,48.13,Норма
2510,13.27,48.13,Норма
2511,13.27,48.08,Норма
2512,13.31,48.08,Норма
2513,13.31,48.3,Норма
2514,13.31,48.05,Норма
2515,13.37,48.05,Норма
2516,13.37,48.06,Норма
2517,13.37,47.99,Норма
2518,13.38,47.99,Норма
2519,13.38,47.5,Норма
2520,13.39,47.5,Норма
2521,13.39,47.76,Норма
2522,13.46,47.76,Норма
2523,13.46,47.9,Норма
2524,13.46,48.17,Норма
2525,13.48,48.17,Норма
2526,13.48,48.01,Норма
2527,13.39,48.01,Норма
2528,13.39,47.96,Норма
2529,13.47,47.96,Норма
2530,13.47,47.92,Норма
2531,13.4,47.92,Норма
2532,13.4,47.78,Норма
2533,13.45,47.78,Норма
2534,13.45,47.94,Норма
2535,13.42,47.94,Норма
2536,13.42,48.82,Норма
2537,13.44,48.82,Норма
2538,13.44,47.86,Норма
2539,13.47,47.86,Норма
2540,13.47,48.05,Норма
2541,13.46,48.05,Норма
2542,13.46,48.33,Норма
2543,13.41,48.33,Норма
2544,13.41,47.71,Норма
2545,13.45,47.71,Норма
