dates,Гренландское,Восточно-Сибирское,Чукотское,Берингово,Лаптевых,Карское,Баренцево
1994-09-12,82320,561344,459032,1089564,225204,97804,7644
1994-09-13,107016,734804,522928,1117200,247940,97412,8232
1994-09-14,172872,844760,578788,1159144,245980,86632,7644
1994-09-15,169736,869848,619556,1159144,249704,86240,9016
1994-09-16,187180,885528,618968,1158556,244608,90944,8820
1994-09-17,175812,892780,620536,1189720,234808,85064,11564
1994-09-18,161700,870240,639940,1212652,225596,70952,15288
1994-09-19,179536,853580,644644,1230488,213248,79772,22540
1994-09-20,204428,798112,650916,1240680,219716,80556,22540
1994-09-21,156996,811440,660128,1224020,251076,80948,19992
1994-09-22,159544,814380,659540,1204224,242452,63700,16660
1994-09-23,168168,817908,672672,1213436,236572,55860,14700
1994-09-24,202272,802620,660520,1246952,261072,62328,16660
1994-09-25,226576,809872,669928,1254596,265188,65072,18424
1994-09-26,236376,814380,677768,1240876,261268,69188,30380
1994-09-27,249116,812420,682472,1264592,294588,104076,38024
1994-09-28,246568,819672,686588,1279488,380828,116032,34104
1994-09-29,236180,829080,681100,1300656,399252,111328,26656
1994-09-30,254016,864360,676984,1300460,412384,128380,23912
1994-10-01,239512,904932,695800,1300852,408268,86044,23520
1994-10-02,260484,912380,691880,1338288,387296,76636,22932
1994-10-03,277536,927668,693840,1325940,378868,79184,22540
1994-10-04,301252,1016652,705208,1295168,378084,65464,22344
1994-10-05,308112,1079960,725788,1305556,345352,53508,25676
1994-10-06,321244,1039584,747152,1364356,302232,46256,26656
1994-10-07,329476,1014104,768516,1381996,285180,41160,31752
1994-10-08,343588,1015476,770084,1396304,279300,41748,41748
1994-10-09,354564,1063300,779884,1385916,277732,46060,43708
1994-10-10,339472,1057616,792820,1391600,317520,59780,54684
1994-10-11,300272,1077216,800268,1427664,328300,70756,68208
1994-10-12,317716,1102500,794388,1444324,344176,53116,77224
1994-10-13,336140,1156400,806932,1393952,279692,57036,91532
1994-10-14,347116,1145816,811244,1413748,273812,58408,101528
1994-10-15,353780,1124060,812812,1446480,281848,72324,105840
1994-10-16,364168,1116808,825160,1429036,330064,94472,113092
1994-10-17,377104,1185408,840252,1428644,364756,94080,115444
1994-10-18,380828,1221276,837312,1446284,403564,75068,119756
1994-10-19,381024,1188936,836528,1484112,346528,77028,146020
1994-10-20,386120,1204812,837312,1547224,457072,108584,188552
1994-10-21,396508,1246756,836724,1541932,670908,145236,221284
1994-10-22,407876,1261456,837508,1550164,727748,148372,240100
1994-10-23,406896,1238328,837704,1550752,692468,198744,292824
1994-10-24,402388,1236368,843780,1541932,702464,275576,265188
1994-10-25,402976,1256948,846328,1535856,751072,346136,292040
1994-10-26,409248,1260280,854560,1539384,756364,418264,308504
1994-10-27,410032,1261652,857304,1543892,761656,443156,334180
1994-10-28,400428,1261652,862988,1558004,765184,473340,369656
1994-10-29,404544,1261652,882980,1571528,765576,522144,392196
1994-10-30,401016,1261652,875336,1582700,765576,564480,406112
1994-10-31,394940,1255772,835744,1596224,765576,589568,415520
1994-11-01,398076,1258516,816928,1607788,764204,607208,401016
1994-11-02,401212,1256360,800660,1593676,760480,550172,391020
1994-11-03,398468,1256556,791840,1520764,759892,574476,392000
1994-11-04,404152,1261456,799484,1472744,764204,611912,408856
1994-11-05,414540,1259888,784000,1560160,764204,640528,419440
1994-11-06,413168,1253028,779688,1585248,762440,614264,413560
1994-11-07,413560,1261652,808108,1600536,765380,623672,410620
1994-11-08,413756,1262044,860832,1607396,765576,639352,413952
1994-11-09,415520,1262044,873376,1635032,765576,664440,436492
1994-11-10,417088,1261652,908264,1631700,765576,694624,464324
1994-11-11,430416,1261652,931980,1616608,764988,710892,465696
1994-11-12,433748,1261652,979412,1587208,763224,716576,481964
1994-11-13,424732,1261652,998620,1599360,765184,718732,510188
1994-11-14,398468,1261848,1005284,1617392,764596,739312,528220
1994-11-15,417480,1262044,1038212,1636600,759304,775180,538216
1994-11-16,439628,1261652,1050168,1637776,762636,784784,534688
1994-11-17,447664,1261652,1047228,1637580,765576,785568,527828
1994-11-18,455700,1262044,1043896,1635424,765184,768320,499408
1994-11-19,436492,1262044,1053108,1631112,761068,772044,532924
1994-11-20,436492,1262044,1053108,1631112,761068,772044,532924
1994-11-21,436492,1262044,1053108,1631112,761068,772044,532924
1994-11-22,368480,1251460,1053108,1637188,753816,778512,566636
1994-11-23,377496,1257144,1053108,1636404,756952,778316,573888
1994-11-24,386120,1261652,1053108,1638560,764008,785960,567028
1994-11-25,356132,1261652,1052324,1637580,765576,789292,571340
1994-11-26,342804,1261652,1042328,1638560,765576,802620,567224
1994-11-27,366128,1261652,1053108,1633660,763420,774200,545468
1994-11-28,368676,1261652,1053108,1637188,757736,661500,519792
1994-11-29,391216,1260476,1053108,1638560,749700,626416,507248
1994-11-30,394352,1261652,1053108,1638560,752248,620732,533120
1994-12-01,392980,1261652,1052912,1638560,756756,684628,499408
1994-12-02,378868,1261652,1050560,1638560,765380,683452,448644
1994-12-03,366520,1261260,1049580,1638364,765380,678356,499212
1994-12-04,363776,1261456,1048012,1638560,757540,723632,485492
1994-12-05,361816,1261652,1048012,1637580,765576,722652,480396
1994-12-06,372988,1261652,1050756,1637972,765576,714420,441392
1994-12-07,370832,1261652,1051932,1638560,758912,696388,478044
1994-12-08,341628,1261652,1053108,1638560,754992,710500,494312
1994-12-09,346528,1261652,1053108,1638560,763028,744016,465108
1994-12-10,350840,1261652,1053108,1638560,763224,776160,428260
1994-12-11,364168,1261652,1053108,1638560,760284,768320,402388
1994-12-12,387492,1261652,1050952,1638560,754404,764988,387492
1994-12-13,391412,1261652,1051932,1638560,753620,758716,401016
1994-12-14,375340,1261652,1053108,1637580,756364,764596,409444
1994-12-15,360836,1261652,1053108,1637972,747152,803600,436492
1994-12-16,357504,1261652,1053108,1638560,751268,821240,416696
1994-12-17,361424,1261652,1053108,1638560,759500,834372,401604
1994-12-18,351036,1261652,1053108,1638560,762244,835548,404152
1994-12-19,349664,1261652,1050560,1638364,763812,841624,408856
1994-12-20,378868,1261652,1050364,1638560,764008,835940,397292
1994-12-21,391804,1261652,1051932,1636600,762440,839860,376124
1994-12-22,378084,1261652,1053108,1635816,757148,834568,392588
1994-12-23,369264,1261652,1053108,1637188,747152,826532,367892
1994-12-24,353388,1261652,1053108,1638560,741272,803012,345156
1994-12-25,346136,1261652,1053108,1638560,735000,780080,348880
1994-12-26,360248,1261652,1053108,1638560,742840,798896,372400
1994-12-27,376320,1261652,1053108,1634444,757736,817712,372792
1994-12-28,373968,1261652,1053108,1636404,760284,808304,375928
1994-12-29,377104,1261652,1052128,1631896,763224,817320,399056
1994-12-30,387296,1261652,1053108,1628956,765184,818104,423752
1994-12-31,385728,1261652,1053108,1636012,763420,828884,443940
1995-01-01,409248,1261652,1052128,1637776,764792,838488,475300
1995-01-02,388080,1261652,1047620,1629544,765576,847896,543704
1995-01-03,370636,1261652,1053108,1626408,765576,844564,588784
1995-01-04,369656,1261652,1053108,1636404,765576,842212,603092
1995-01-05,358680,1261652,1047424,1636600,765576,834176,592508
1995-01-06,368088,1261652,1039388,1636012,765576,841624,570752
1995-01-07,375340,1261652,1045268,1634836,765576,851032,551936
1995-01-08,371420,1261456,1048208,1634444,765576,851620,526652
1995-01-09,384552,1261652,1049972,1636208,765576,851424,479808
1995-01-10,394156,1261652,1053108,1636012,765576,852796,493724
1995-01-11,408268,1261652,1053108,1635816,765576,845740,514108
1995-01-12,405524,1261652,1053108,1636600,765576,849464,552132
1995-01-13,386708,1261456,1053108,1636012,765576,852012,568204
1995-01-14,362208,1261260,1053108,1637188,765576,850444,537628
1995-01-15,377692,1261456,1053108,1636992,765576,826532,419244
1995-01-16,366912,1261652,1053108,1634248,765576,799876,445508
1995-01-17,376712,1261652,1053108,1634836,765576,784784,463344
1995-01-18,377104,1261652,1053108,1637776,765576,774004,483140
1995-01-19,364168,1261652,1053108,1637972,765576,817516,499212
1995-01-20,371028,1261652,1052912,1636404,765576,820260,486864
1995-01-21,372792,1261652,1053108,1635816,765576,800268,473732
1995-01-22,381416,1261652,1053108,1637188,765380,827708,464912
1995-01-23,390824,1261652,1053108,1637776,765380,845544,490588
1995-01-24,396312,1261652,1053108,1637188,765576,843584,476476
1995-01-25,396508,1261652,1053108,1636404,765576,852208,459032
1995-01-26,393372,1261652,1053108,1636208,765576,847896,464520
1995-01-27,398076,1261652,1053108,1635424,765576,844172,491176
1995-01-28,408268,1261652,1053108,1636796,765576,838292,556444
1995-01-29,415324,1261652,1053108,1638560,765576,812028,525476
1995-01-30,405328,1261652,1053108,1638560,763812,741076,460404
1995-01-31,421008,1261652,1053108,1637384,741664,730884,491764
1995-02-01,432376,1261652,1053108,1638364,746564,785960,417480
1995-02-02,435708,1259888,1053108,1638560,727748,764792,426692
1995-02-03,423752,1261064,1053108,1637580,733236,722848,431200
1995-02-04,430612,1261260,1053108,1638560,735392,778120,477456
1995-02-05,429436,1261652,1053108,1638560,747740,776748,459816
1995-02-06,422576,1261652,1053108,1638364,752444,755972,464912
1995-02-07,423360,1261652,1046248,1638364,748524,754012,429436
1995-02-08,425124,1261652,1048796,1637972,752052,752444,388472
1995-02-09,418460,1261652,1052912,1635620,759304,726376,369460
1995-02-10,427280,1261652,1048012,1634444,764792,751268,380240
1995-02-11,449624,1261652,1050756,1633268,752836,780668,416696
1995-02-12,471380,1261652,1053108,1633268,752836,805560,470792
1995-02-13,475888,1261652,1053108,1634444,731276,797328,484120
1995-02-14,491764,1261652,1053108,1636404,741860,788116,480984
1995-02-15,497840,1261456,1053108,1636600,744800,784980,473340
1995-02-16,478632,1261652,1053108,1637972,741076,758128,477064
1995-02-17,479808,1261652,1053108,1636796,738724,793996,499800
1995-02-18,480984,1261652,1053108,1638560,747740,832412,496468
1995-02-19,472164,1261652,1053108,1637580,758128,849660,476672
1995-02-20,467460,1261652,1053108,1637776,765576,848680,476476
1995-02-21,463540,1261652,1053108,1638364,765576,852600,474908
1995-02-22,474320,1261652,1051736,1638560,765576,856716,478240
1995-02-23,467460,1261652,1053108,1638560,765576,856520,465892
1995-02-24,470400,1261652,1053108,1638364,765576,854952,474908
1995-02-25,447468,1261652,1053108,1638560,765576,852600,480004
1995-02-26,448840,1261652,1053108,1636600,765576,852796,470596
1995-02-27,457660,1261652,1053108,1634248,765576,852992,448644
1995-02-28,456680,1261652,1053108,1637188,765576,849660,427280
1995-03-01,437668,1261652,1053108,1636796,765576,847504,402584
1995-03-02,454328,1261652,1053108,1637384,765576,852012,393372
1995-03-03,462560,1261652,1053108,1637972,765576,854364,407680
1995-03-04,461776,1261652,1051932,1637972,765576,857892,460600
1995-03-05,448252,1261652,1053108,1638560,765576,858480,505484
1995-03-06,457856,1261652,1052520,1638560,765576,858480,555072
1995-03-07,465304,1261652,1051148,1638560,765576,858284,567420
1995-03-08,466872,1261652,1051736,1638560,765576,858480,600152
1995-03-09,460012,1261652,1053108,1638560,765576,858284,606228
1995-03-10,445900,1261652,1053108,1638560,765576,858480,594664
1995-03-11,434532,1261652,1053108,1638560,765576,857696,439628
1995-03-12,427280,1261456,1053108,1638560,765576,847700,387884
1995-03-13,417088,1261652,1053108,1638560,764988,841036,309680
1995-03-14,434728,1261652,1053108,1638560,752444,803600,272832
1995-03-15,425712,1261652,1053108,1638560,744016,765380,306544
1995-03-16,420028,1261652,1053108,1638560,748720,758520,347508
1995-03-17,447272,1261652,1053108,1638560,757540,770476,375928
1995-03-18,463540,1261652,1053108,1637580,757932,764988,408464
1995-03-19,481768,1261652,1053108,1637580,752640,768712,431788
1995-03-20,491568,1261652,1053108,1638364,752248,782628,453740
1995-03-21,490000,1261652,1053108,1637972,743624,781648,464324
1995-03-22,480396,1261652,1053108,1637384,757344,783804,479808
1995-03-23,477456,1261652,1053108,1636796,760284,809088,487256
1995-03-24,480592,1261652,1053108,1637188,763420,819084,450800
1995-03-25,466872,1261652,1053108,1638560,764988,804384,422772
1995-03-26,489608,1261652,1053108,1638560,764596,815752,449428
1995-03-27,495488,1261652,1053108,1635816,764596,815360,477848
1995-03-28,487452,1261652,1053108,1635620,764792,799092,494704
1995-03-29,489020,1261652,1053108,1636012,754012,765380,482160
1995-03-30,484904,1261652,1053108,1633268,743624,713244,453348
1995-03-31,460796,1261652,1053108,1634444,731668,691096,448056
1995-04-01,438648,1261652,1052128,1635424,736764,685804,473928
1995-04-02,450212,1261652,1052324,1636600,748524,680512,442960
1995-04-03,459228,1261652,1053108,1633072,761656,659148,399252
1995-04-04,450996,1261652,1053108,1627780,764400,629944,366716
1995-04-05,449428,1261652,1050560,1622684,762048,630728,361228
1995-04-06,450996,1261652,1046836,1618960,764596,647780,367108
1995-04-07,470792,1261652,1049776,1625624,764204,618380,361032
1995-04-08,477260,1261652,1053108,1628956,765380,574868,352604
1995-04-09,479612,1261652,1053108,1631896,763616,548408,326340
1995-04-10,488824,1261652,1053108,1632680,760284,560168,314188
1995-04-11,485688,1261652,1053108,1633072,759500,566244,320264
1995-04-12,467852,1261652,1053108,1633268,750288,579180,334964
1995-04-13,450800,1261652,1053108,1633856,755776,619948,306348
1995-04-14,452564,1261652,1053108,1634444,760284,621908,303800
1995-04-15,458444,1261652,1052912,1634444,761264,642096,301252
1995-04-16,457660,1261652,1052912,1631112,762636,662480,307328
1995-04-17,470596,1261652,1053108,1621704,765576,698740,318892
1995-04-18,485296,1261652,1053108,1617784,765576,690312,333004
1995-04-19,484512,1261652,1053108,1619744,765576,634256,347312
1995-04-20,499212,1261652,1053108,1624644,764008,608580,356720
1995-04-21,484904,1261652,1053108,1624252,759696,593684,377496
1995-04-22,452564,1261652,1053108,1624448,762636,616224,372008
1995-04-23,464716,1261652,1052716,1620528,763224,552328,359268
1995-04-24,479416,1261652,1050756,1600928,765576,583296,349860
1995-04-25,488628,1261652,1034488,1600732,762636,618184,356524
1995-04-26,490196,1261652,1045268,1547028,762832,644840,367892
1995-04-27,534296,1261652,1047424,1488228,764792,659736,396508
1995-04-28,503720,1261652,1048600,1533308,765576,709912,425516
1995-04-29,486472,1261652,1036840,1583876,765576,732844,424536
1995-04-30,444724,1261652,1044288,1572900,765576,731080,423948
1995-05-01,414344,1261652,1044876,1546832,765576,715204,417872
1995-05-02,415520,1261652,1051736,1551536,764792,692860,400232
1995-05-03,407484,1261652,1051344,1558004,764792,697956,381808
1995-05-04,439628,1261652,1044092,1568588,762832,686392,374164
1995-05-05,437080,1261652,1035860,1572116,763028,685020,365736
1995-05-06,447272,1260672,1041152,1574468,761852,695604,384748
1995-05-07,463736,1261456,1031352,1559180,759304,712264,399840
1995-05-08,475496,1261652,1017044,1526644,759696,715596,417676
1995-05-09,470792,1261652,1013516,1516648,763420,719516,434728
1995-05-10,481376,1261652,1017044,1504104,764008,726376,444136
1995-05-11,490588,1261652,1021748,1495676,751268,738724,454328
1995-05-12,470400,1258712,1005676,1496460,735588,754796,470400
1995-05-13,462364,1248520,1002736,1495480,725004,757932,484708
1995-05-14,415716,1243228,1005088,1491952,724612,755384,494312
1995-05-15,405720,1238720,993328,1487248,724024,747544,498428
1995-05-16,383768,1239700,988820,1495480,721476,727944,466480
1995-05-17,372792,1236956,977844,1494892,722848,715008,388276
1995-05-18,288120,1241464,983136,1492736,731472,655424,316148
1995-05-19,302428,1240876,979608,1498224,739116,628180,259112
1995-05-20,291256,1240484,975884,1492540,741076,618184,256368
1995-05-21,309876,1235780,967064,1487444,726572,560560,263620
1995-05-22,308308,1233232,964124,1490188,720692,565460,282436
1995-05-23,323988,1233232,955500,1497244,715988,509208,279104
1995-05-24,315952,1230684,935116,1507240,703836,505092,231868
1995-05-25,307916,1229508,924532,1489208,692468,488236,247744
1995-05-26,294196,1234604,926100,1464316,688744,493332,252644
1995-05-27,296156,1232252,922180,1437660,679532,494508,209524
1995-05-28,321440,1227548,923748,1402380,679728,444528,239512
1995-05-29,319872,1227156,922572,1377096,673848,472360,205996
1995-05-30,295764,1225000,926296,1375528,672868,438256,171108
1995-05-31,306348,1221864,928060,1368864,644252,412972,148960
1995-06-01,300860,1223628,925316,1373176,617204,409836,148568
1995-06-02,279888,1221472,925904,1392384,543312,415128,156408
1995-06-03,283220,1211672,927472,1397088,463148,383572,161308
1995-06-04,278712,1199520,936292,1400420,347900,344568,161700
1995-06-05,258328,1187956,936096,1386308,391412,306152,158564
1995-06-06,255192,1182076,933352,1374352,453152,334376,170520
1995-06-07,224224,1181684,928452,1292032,463932,330848,177184
1995-06-08,192668,1190896,923160,1213436,466284,308308,178164
1995-06-09,180908,1187956,918848,1090348,448644,292236,177184
1995-06-10,185220,1183840,908852,1098384,441196,294588,160916
1995-06-11,163660,1170708,899640,1078392,432376,296156,165816
1995-06-12,142884,1158164,881804,1023512,436688,290864,165424
1995-06-13,159740,1148560,842212,947072,434728,283808,167384
1995-06-14,145628,1138956,871808,944916,399644,295176,158172
1995-06-15,135632,1105636,826728,887096,386316,291256,153272
1995-06-16,132496,1042132,817516,842408,386708,276752,164836
1995-06-17,125048,1021944,738920,826532,430416,254604,171304
1995-06-18,122108,1075452,668360,820456,430024,260092,177772
1995-06-19,118384,1092504,703640,703444,377692,231672,178556
1995-06-20,120148,1098776,720496,625044,358680,241276,191100
1995-06-21,118188,1078196,719320,636412,343784,236572,163660
1995-06-22,93100,1030960,761068,777336,333004,230888,123480
1995-06-23,80360,1001756,755972,898072,393568,168952,106820
1995-06-24,91728,1013516,772240,763812,362208,167580,100940
1995-06-25,77616,1008812,771456,691488,371616,151900,101724
1995-06-26,78204,1021552,800464,733824,290080,146020,102704
1995-06-27,66444,1000384,828492,834176,201880,133476,98392
1995-06-28,63700,940212,800072,827708,77616,131908,94276
1995-06-29,47040,929236,795172,864556,140336,115248,89180
1995-06-30,66836,917084,762048,798308,110348,102116,86828
1995-07-01,65660,855344,718732,641704,98784,65660,80164
1995-07-02,74088,852012,492156,542136,114856,92316,74480
1995-07-03,81340,823396,333984,542332,121520,89768,73696
1995-07-04,99764,776748,218540,533120,97804,81144,66444
1995-07-05,97020,571144,168364,528416,84084,72520,63700
1995-07-06,88788,334376,93100,483336,85848,50764,47236
1995-07-07,99568,223832,65268,503132,109368,12348,20776
1995-07-08,75656,151704,16268,514892,139944,12544,21560
1995-07-09,108976,161308,6860,462364,162288,8624,22344
1995-07-10,114660,131124,15680,472164,169148,14504,19992
1995-07-11,123480,63504,0,386120,167776,14700,10388
1995-07-12,121324,108388,0,278908,167580,19404,8036
1995-07-13,100940,143668,10388,516068,113092,18032,10976
1995-07-14,100744,215404,70168,529396,99372,17640,15484
1995-07-15,105252,303604,153272,504504,39004,13524,7056
1995-07-16,54488,286944,259504,484316,60760,3332,5880
1995-07-17,51156,289492,192864,413364,69972,8232,5880
1995-07-18,72520,362208,183260,366520,62328,196,7056
1995-07-19,46256,365344,127008,384944,69580,588,2548
1995-07-20,55468,402584,122304,285964,107016,588,5096
1995-07-21,88004,478828,176596,288120,2940,784,1372
1995-07-22,69776,471576,223048,362012,20384,1960,0
1995-07-23,63308,536060,245588,387884,49784,2940,0
1995-07-24,102704,518028,208348,440216,47236,588,784
1995-07-25,88396,612892,496468,493136,45864,588,784
1995-07-26,102312,665224,516068,520184,49784,392,588
1995-07-27,92316,649936,451780,540568,37436,1568,3528
1995-07-28,96432,646212,450212,528612,24304,392,3332
1995-07-29,109172,625436,357308,492940,22736,2352,4900
1995-07-30,98588,593488,388668,534296,9016,1568,4900
1995-07-31,95060,561932,425712,545272,20776,980,3332
1995-08-01,98000,504308,355348,488432,38808,1568,3332
1995-08-02,107800,452172,435316,490784,51156,1372,18620
1995-08-03,116620,449820,419440,475888,72324,784,13916
1995-08-04,122304,600152,337316,478632,26656,588,23912
1995-08-05,118972,656012,348096,509012,14700,980,24304
1995-08-06,114464,641116,449232,533512,33320,1764,8036
1995-08-07,130144,594860,584668,601132,25284,0,22344
1995-08-08,135436,540176,511756,602504,4116,0,15680
1995-08-09,133476,416304,424340,638176,9604,0,14504
1995-08-10,119952,396508,329868,687176,16856,392,18228
1995-08-11,97608,452956,334572,518224,14308,2744,37240
1995-08-12,105056,592704,450408,517048,34104,392,9604
1995-08-13,112700,568400,521164,534884,74480,196,25284
1995-08-14,87808,485296,469224,574476,91336,392,12152
1995-08-15,81536,501760,387884,631512,98980,0,1372
1995-08-16,70560,498036,449428,679924,98392,196,5488
1995-08-17,71932,538804,465892,690312,107016,196,4116
1995-08-18,78596,525672,483924,530180,83692,0,1764
1995-08-19,131320,481376,469812,588784,98980,196,15288
1995-08-20,137788,441588,336532,609364,111524,196,20188
1995-08-21,151704,511560,385924,657384,55860,196,21952
1995-08-22,131124,478632,424928,730688,78400,0,21952
1995-08-23,116620,467068,444528,810264,81732,0,19012
1995-08-24,148960,481768,452564,825944,55076,0,22344
1995-08-25,148372,452564,506072,807912,18228,0,17836
1995-08-26,143080,387884,533120,834960,15876,0,19600
1995-08-27,144452,355152,572124,841820,1764,0,20188
1995-08-28,161700,306740,509796,789488,15092,0,16072
1995-08-29,160916,308504,419048,779492,22344,0,20384
1995-08-30,158368,326732,466284,803600,23716,196,18424
1995-08-31,152880,346332,520184,819280,51744,0,13328
1995-09-01,147588,411208,557228,846132,19600,196,14308
1995-09-02,163072,425516,561540,850640,0,0,14504
1995-09-03,174832,425320,565656,863380,0,0,22540
1995-09-04,159936,410620,571732,885136,0,0,26068
1995-09-05,166600,395136,570164,891212,0,0,24892
1995-09-06,149156,358680,515284,930020,196,0,16856
1995-09-07,154840,330456,469420,926688,588,196,14896
1995-09-08,152292,300664,531748,907284,784,196,16660
1995-09-09,175616,334572,549976,931196,2940,0,21756
1995-09-10,189336,363384,556640,933548,20580,0,21952
1995-09-11,180320,386120,562128,910224,27440,0,26852
1995-09-12,171304,419048,550172,924728,6076,0,28028
1995-09-13,151704,449036,536844,918260,392,0,27636
1995-09-14,156212,421008,533904,949816,3136,0,45080
1995-09-15,124656,416108,533708,955500,19012,1960,37044
1995-09-16,101136,444332,523908,957460,27244,196,24500
1995-09-17,91336,429044,540960,989016,15876,0,27048
1995-09-18,74480,369460,520968,993916,14700,196,14700
1995-09-19,98588,342020,445116,976472,13524,0,20188
1995-09-20,144648,263228,409052,963144,9212,0,28420
1995-09-21,125832,275380,363776,971768,12348,980,46452
1995-09-22,115836,237160,406896,973532,17444,10976,38220
1995-09-23,95844,227164,442960,944328,29008,15680,13328
1995-09-24,105644,298116,390236,924924,39004,3528,18424
1995-09-25,110544,316148,438648,955108,37632,784,23128
1995-09-26,117600,302428,451192,994308,29204,0,11956
1995-09-27,148764,327712,466088,989996,36456,0,6272
1995-09-28,135632,417480,478240,989212,35084,0,2744
1995-09-29,126420,457072,478044,968240,26460,0,1176
1995-09-30,144648,479024,486080,1029784,34496,0,980
1995-10-01,190512,494900,495684,1089172,42140,0,588
1995-10-02,200312,517244,502740,1117592,40768,0,1568
1995-10-03,205604,529004,507836,1144640,48412,196,1176
1995-10-04,234612,529396,511168,1157576,42140,0,784
1995-10-05,224224,564284,513324,1195012,43120,0,0
1995-10-06,241080,616616,514696,1231860,46844,0,196
1995-10-07,243628,636020,514108,1250872,52920,0,0
1995-10-08,265188,662872,515872,1257144,59388,0,392
1995-10-09,257152,692076,518420,1258124,59584,196,784
1995-10-10,253036,714224,523712,1269688,62720,3920,196
1995-10-11,273616,722456,531356,1275176,68992,1372,0
1995-10-12,293020,725788,535668,1287916,81340,5488,588
1995-10-13,303800,720300,538412,1280860,93100,9996,1176
1995-10-14,303408,731668,537236,1273412,106624,24500,1960
1995-10-15,308504,750288,534884,1281252,147196,29400,1960
1995-10-16,302624,807716,541352,1291052,203840,28028,12740
1995-10-17,306348,887292,540568,1297128,188748,34104,27440
1995-10-18,306348,899444,537432,1313004,255976,37828,44492
1995-10-19,309876,930804,537824,1320060,297332,48412,51940
1995-10-20,322420,996660,537040,1337700,345548,54488,56252
1995-10-21,313404,975296,542724,1362200,341628,82124,69188
1995-10-22,301448,892976,558012,1382976,375732,130732,86436
1995-10-23,312424,961772,552328,1386700,403956,149548,93100
1995-10-24,321048,1094268,561932,1388856,417284,193452,76832
1995-10-25,322224,1131116,599956,1379644,484512,210112,81144
1995-10-26,316540,1164632,636020,1406692,529396,263032,112700
1995-10-27,323400,1162868,649152,1449028,591332,314580,149744
1995-10-28,328692,1172472,646800,1492148,601524,436688,183456
1995-10-29,335944,1210104,638764,1527036,614068,508228,215600
1995-10-30,343196,1229312,571732,1440208,662088,548800,233632
1995-10-31,333004,1244404,565264,1339464,721868,482748,264208
1995-11-01,339276,1254008,583688,1343776,750876,561932,296548
1995-11-02,340452,1248520,593880,1366120,754600,605444,314188
1995-11-03,331828,1250284,611324,1436876,759892,605836,306544
1995-11-04,330456,1222648,637784,1466276,763028,606424,351232
1995-11-05,342216,1214220,620340,1554280,764204,608972,306348
1995-11-06,333396,1217944,604660,1598968,763224,608384,289492
1995-11-07,342608,1228528,601916,1596616,765576,621908,332808
1995-11-08,344764,1227156,600740,1632484,765576,613088,347704
1995-11-09,345940,1231860,605640,1633856,765576,618576,380632
1995-11-10,353976,1236760,603680,1609552,765576,631904,400820
1995-11-11,308700,1239896,608776,1607592,765576,636608,394940
1995-11-12,298312,1218140,620144,1622880,764008,645232,369068
1995-11-13,308896,1197364,633472,1635424,764792,658952,383572
1995-11-14,334572,1204812,641312,1631896,764400,670320,390432
1995-11-15,340648,1210104,642880,1632876,764400,682668,376516
1995-11-16,329084,1211476,653072,1633660,755776,683060,399252
1995-11-17,344176,1212848,659148,1634640,763420,693252,424340
1995-11-18,359464,1218532,665812,1633856,765576,708540,443744
1995-11-19,353192,1218140,672476,1634640,765576,697564,457268
1995-11-20,350448,1223824,673848,1636600,765576,674436,440804
1995-11-21,347900,1243424,674240,1636012,762832,590352,422380
1995-11-22,348096,1226568,686980,1637580,743232,583296,364168
1995-11-23,372204,1210300,681296,1636796,762440,610148,398664
1995-11-24,382788,1232840,673064,1633464,765576,623868,415324
1995-11-25,392784,1226372,698740,1634052,765576,664244,444724
1995-11-26,397096,1200304,693840,1636600,765576,688744,474908
1995-11-27,403172,1227352,680512,1637384,765576,694428,512344
1995-11-28,398664,1225784,681492,1636012,765576,721280,543312
1995-11-29,315364,1239700,663264,1635228,747740,737744,571732
1995-11-30,338492,1241660,671692,1637188,739312,744408,531160
1995-12-01,333004,1254008,688548,1637580,756560,756560,530180
1995-12-02,323008,1259888,738528,1637580,765576,788704,505876
1995-12-03,291060,1261260,778120,1636600,765576,755384,454916
1995-12-04,237160,1261456,809284,1637580,762636,705208,372596
1995-12-05,302624,1261652,851620,1638168,715596,655228,313208
1995-12-06,338688,1259104,946092,1638560,679532,648368,365344
1995-12-07,353388,1252048,963928,1638560,714812,658168,373380
1995-12-08,330456,1259104,982744,1638560,735000,655620,408268
1995-12-09,353388,1259692,1000188,1638168,755188,676984,403368
1995-12-10,378280,1261652,1010576,1638560,757736,692076,441392
1995-12-11,380240,1261064,1002736,1638364,764204,699916,469812
1995-12-12,388864,1261260,979608,1637972,765576,728924,450996
1995-12-13,369656,1261652,975492,1637384,765576,732256,419244
1995-12-14,362600,1258712,988036,1638560,765576,704228,431984
1995-12-15,335944,1256164,956284,1638560,761852,741664,466676
1995-12-16,310856,1249892,919044,1638560,765576,780080,511952
1995-12-17,382788,1251852,919240,1638560,765576,795564,517244
1995-12-18,384356,1256360,935900,1638560,765576,811440,520380
1995-12-19,393372,1257340,921592,1633268,765576,823788,553700
1995-12-20,406112,1256752,878864,1633464,764400,844368,612500
1995-12-21,431592,1260476,916692,1633856,764988,851228,597800
1995-12-22,450996,1261652,984508,1635032,765576,851424,604464
1995-12-23,452760,1261652,1005088,1634444,765576,849856,608384
1995-12-24,475888,1261652,1010380,1634836,765576,850444,598388
1995-12-25,504112,1261652,1023904,1637188,759696,842800,624456
